17:55:36.468 ECG,419
17:55:44.072 ECG,449
17:55:44.072 ECG,487
17:55:44.072 ECG,453
17:55:44.072 ECG,458
17:55:44.072 ECG,464
17:55:44.072 ECG,469
17:55:44.072 ECG,473
17:55:44.072 ECG,478
17:55:44.072 ECG,485
17:55:44.072 ECG,494
17:55:44.433 ECG,499
17:55:44.433 ECG,502
17:55:44.433 ECG,504
17:55:44.433 ECG,507
17:55:44.433 ECG,511
17:55:44.433 ECG,512
17:55:44.433 ECG,501
17:55:44.433 ECG,500
17:55:44.433 ECG,505
17:55:44.433 ECG,509
17:55:44.433 ECG,513
17:55:44.433 ECG,517
17:55:44.433 ECG,521
17:55:44.433 ECG,524
17:55:44.433 ECG,529
17:55:44.433 ECG,535
17:55:44.433 ECG,544
17:55:44.433 ECG,545
17:55:44.433 ECG,544
17:55:44.433 ECG,544
17:55:44.433 ECG,546
17:55:44.433 ECG,550
17:55:44.433 ECG,545
17:55:44.433 ECG,580
17:55:44.433 ECG,579
17:55:44.433 ECG,556
17:55:44.433 ECG,557
17:55:44.823 ECG,556
17:55:44.823 ECG,557
17:55:44.823 ECG,557
17:55:44.823 ECG,558
17:55:44.823 ECG,558
17:55:44.823 ECG,562
17:55:44.823 ECG,566
17:55:44.823 ECG,565
17:55:44.823 ECG,565
17:55:44.823 ECG,563
17:55:44.823 ECG,562
17:55:44.823 ECG,559
17:55:44.823 ECG,559
17:55:44.823 ECG,558
17:55:44.823 ECG,557
17:55:44.823 ECG,555
17:55:44.823 ECG,556
17:55:44.823 ECG,558
17:55:44.823 ECG,555
17:55:44.823 ECG,554
17:55:44.823 ECG,554
17:55:44.823 ECG,557
17:55:44.823 ECG,559
17:55:44.823 ECG,559
17:55:44.823 ECG,557
17:55:44.823 ECG,554
17:55:44.823 ECG,548
17:55:45.198 ECG,544
17:55:45.198 ECG,571
17:55:45.198 ECG,580
17:55:45.198 ECG,552
17:55:45.198 ECG,550
17:55:45.198 ECG,546
17:55:45.198 ECG,542
17:55:45.198 ECG,537
17:55:45.198 ECG,541
17:55:45.198 ECG,540
17:55:45.198 ECG,536
17:55:45.198 ECG,538
17:55:45.198 ECG,542
17:55:45.198 ECG,543
17:55:45.198 ECG,543
17:55:45.198 ECG,542
17:55:45.198 ECG,548
17:55:45.198 ECG,553
17:55:45.198 ECG,551
17:55:45.198 ECG,546
17:55:45.198 ECG,541
17:55:45.198 ECG,536
17:55:45.198 ECG,533
17:55:45.198 ECG,529
17:55:45.198 ECG,529
17:55:45.198 ECG,526
17:55:45.198 ECG,530
17:55:45.588 ECG,524
17:55:45.588 ECG,516
17:55:45.588 ECG,516
17:55:45.588 ECG,509
17:55:45.588 ECG,506
17:55:45.588 ECG,502
17:55:45.588 ECG,547
17:55:45.588 ECG,527
17:55:45.588 ECG,504
17:55:45.588 ECG,501
17:55:45.588 ECG,499
17:55:45.588 ECG,499
17:55:45.588 ECG,499
17:55:45.588 ECG,496
17:55:45.588 ECG,492
17:55:45.588 ECG,489
17:55:45.588 ECG,489
17:55:45.588 ECG,493
17:55:45.588 ECG,494
17:55:45.588 ECG,494
17:55:45.588 ECG,493
17:55:45.588 ECG,492
17:55:45.588 ECG,495
17:55:45.588 ECG,500
17:55:45.588 ECG,501
17:55:45.588 ECG,501
17:55:45.588 ECG,500
17:55:45.963 ECG,498
17:55:45.963 ECG,498
17:55:45.963 ECG,499
17:55:45.963 ECG,500
17:55:45.963 ECG,502
17:55:45.963 ECG,497
17:55:45.963 ECG,493
17:55:45.963 ECG,495
17:55:45.963 ECG,495
17:55:45.963 ECG,494
17:55:45.963 ECG,514
17:55:45.963 ECG,557
17:55:45.963 ECG,516
17:55:45.963 ECG,512
17:55:45.963 ECG,511
17:55:45.963 ECG,508
17:55:45.963 ECG,502
17:55:45.963 ECG,499
17:55:45.963 ECG,496
17:55:45.963 ECG,495
17:55:45.963 ECG,498
17:55:45.963 ECG,500
17:55:45.963 ECG,499
17:55:45.963 ECG,498
17:55:45.963 ECG,495
17:55:45.963 ECG,495
17:55:45.963 ECG,493
17:55:45.963 ECG,494
17:55:46.353 ECG,494
17:55:46.353 ECG,495
17:55:46.353 ECG,497
17:55:46.353 ECG,502
17:55:46.353 ECG,504
17:55:46.353 ECG,504
17:55:46.353 ECG,506
17:55:46.353 ECG,510
17:55:46.353 ECG,510
17:55:46.353 ECG,506
17:55:46.353 ECG,502
17:55:46.353 ECG,500
17:55:46.353 ECG,498
17:55:46.353 ECG,492
17:55:46.353 ECG,524
17:55:46.353 ECG,540
17:55:46.353 ECG,501
17:55:46.353 ECG,497
17:55:46.353 ECG,490
17:55:46.353 ECG,489
17:55:46.353 ECG,489
17:55:46.353 ECG,488
17:55:46.353 ECG,488
17:55:46.353 ECG,488
17:55:46.353 ECG,491
17:55:46.353 ECG,495
17:55:46.353 ECG,496
17:55:46.729 ECG,495
17:55:46.729 ECG,491
17:55:46.729 ECG,489
17:55:46.729 ECG,488
17:55:46.729 ECG,484
17:55:46.729 ECG,478
17:55:46.729 ECG,477
17:55:46.729 ECG,478
17:55:46.729 ECG,480
17:55:46.729 ECG,481
17:55:46.729 ECG,485
17:55:46.729 ECG,487
17:55:46.729 ECG,491
17:55:46.729 ECG,490
17:55:46.729 ECG,489
17:55:46.729 ECG,494
17:55:46.729 ECG,498
17:55:46.729 ECG,497
17:55:46.729 ECG,506
17:55:46.729 ECG,542
17:55:46.729 ECG,518
17:55:46.729 ECG,509
17:55:46.729 ECG,507
17:55:46.729 ECG,507
17:55:46.729 ECG,508
17:55:46.729 ECG,509
17:55:46.729 ECG,507
17:55:47.134 ECG,509
17:55:47.134 ECG,509
17:55:47.134 ECG,510
17:55:47.134 ECG,514
17:55:47.134 ECG,514
17:55:47.134 ECG,515
17:55:47.134 ECG,516
17:55:47.134 ECG,514
17:55:47.134 ECG,512
17:55:47.134 ECG,513
17:55:47.134 ECG,514
17:55:47.134 ECG,512
17:55:47.134 ECG,510
17:55:47.134 ECG,509
17:55:47.134 ECG,510
17:55:47.134 ECG,508
17:55:47.134 ECG,510
17:55:47.134 ECG,509
17:55:47.134 ECG,509
17:55:47.134 ECG,505
17:55:47.134 ECG,507
17:55:47.134 ECG,504
17:55:47.134 ECG,500
17:55:47.134 ECG,542
17:55:47.134 ECG,519
17:55:47.134 ECG,504
17:55:47.134 ECG,501
17:55:47.479 ECG,500
17:55:47.479 ECG,499
17:55:47.479 ECG,499
17:55:47.479 ECG,498
17:55:47.479 ECG,495
17:55:47.479 ECG,495
17:55:47.479 ECG,496
17:55:47.479 ECG,499
17:55:47.479 ECG,501
17:55:47.479 ECG,498
17:55:47.479 ECG,493
17:55:47.479 ECG,494
17:55:47.479 ECG,492
17:55:47.479 ECG,490
17:55:47.479 ECG,493
17:55:47.479 ECG,496
17:55:47.479 ECG,495
17:55:47.479 ECG,496
